snapped_at,price,market_cap,total_volume
2022-02-27 00:00:00 UTC,50.40486473177859,3670739105.4393053,220216781.65342546
2022-02-28 00:00:00 UTC,48.359899005782395,3520357170.682565,271288816.7605015
2022-03-01 00:00:00 UTC,54.48677707971647,3960316545.2363844,395147763.0105703
2022-03-02 00:00:00 UTC,57.273184215873705,4172812890.601188,607014395.0349569
2022-03-03 00:00:00 UTC,55.61891550478171,4055939908.299835,438456723.3607207
2022-03-04 00:00:00 UTC,53.42224409135308,3898032680.854663,249974249.71629992
2022-03-05 00:00:00 UTC,49.82262993401299,3684685329.9946876,257714234.77110505
2022-03-06 00:00:00 UTC,52.087030540002765,3855566796.25488,219027635.71312097
2022-03-07 00:00:00 UTC,49.02481933478475,3631409241.887218,170945595.3729351
2022-03-08 00:00:00 UTC,46.415507869423564,3433084685.491871,283404547.06475186
2022-03-09 00:00:00 UTC,46.33953331905821,3440470815.980403,226397037.25228173
2022-03-10 00:00:00 UTC,48.72980931774797,3615020334.404155,274990967.0394944
2022-03-11 00:00:00 UTC,46.9187627556801,3471563129.5617366,244556484.9751623
2022-03-12 00:00:00 UTC,46.0298762024385,3419506641.535328,198091128.3282016
2022-03-13 00:00:00 UTC,46.826876069945484,3470207130.633349,153309192.36511537
2022-03-14 00:00:00 UTC,45.421246837726784,3364011489.279088,127647451.02412345
2022-03-15 00:00:00 UTC,47.671104689027,3532921251.8753905,209239743.36641002
2022-03-16 00:00:00 UTC,46.931835272898546,3482853462.415483,168980201.96022442
2022-03-17 00:00:00 UTC,50.465032818138056,3725435762.9641385,303703612.0980486
2022-03-18 00:00:00 UTC,50.43238910861462,3739775004.3389535,198604561.85145938
2022-03-19 00:00:00 UTC,50.588399183141625,3752585747.8814707,191592889.4020134
2022-03-20 00:00:00 UTC,52.11246160901574,4024925904.2650857,255153162.31934202
2022-03-21 00:00:00 UTC,49.81017005390091,3846270664.1972346,195910719.04749802
2022-03-22 00:00:00 UTC,50.39286676047338,3892665118.6902714,255525295.46465024
2022-03-23 00:00:00 UTC,52.38195839262781,4037282486.784863,307375970.89419454
2022-03-24 00:00:00 UTC,57.86582030958575,4475358740.591574,462126974.1872733
2022-03-25 00:00:00 UTC,69.75186126926529,5404855635.111354,1468647722.3455791
2022-03-26 00:00:00 UTC,71.43698654008695,5531938355.305113,1253264105.6044714
2022-03-27 00:00:00 UTC,66.67072505421206,5153412200.430156,560145581.3041648
2022-03-28 00:00:00 UTC,67.88480022087793,5243912602.686343,603676606.1666068
2022-03-29 00:00:00 UTC,66.8729783889949,5180120330.374896,718960626.5739703
2022-03-30 00:00:00 UTC,64.18719506687317,6635370953.298506,913645996.6525018
2022-03-31 00:00:00 UTC,64.23006435261871,6588727867.0714035,674411574.237191
2022-04-01 00:00:00 UTC,63.476448145126824,6480924862.704122,567163673.8772445
2022-04-02 00:00:00 UTC,66.16939336807093,6837245105.209,493374137.75906223
2022-04-03 00:00:00 UTC,65.34590665084374,6742618092.948763,1248882749.104841
2022-04-04 00:00:00 UTC,66.27169058030162,5119888419.99023,614808495.096626
2022-04-05 00:00:00 UTC,63.916819069194695,4939852007.6697,465127802.5872047
2022-04-06 00:00:00 UTC,61.83675971269933,4784549030.533091,447422067.68736273
2022-04-07 00:00:00 UTC,53.44994626812231,4139634528.656936,717702583.3281379
2022-04-08 00:00:00 UTC,55.01433531416581,4258251505.450853,461837396.71583086
2022-04-09 00:00:00 UTC,50.85366611955705,3905023109.39466,371222746.43261373
2022-04-10 00:00:00 UTC,51.87384908625772,4010478282.075078,255029106.00437078
2022-04-11 00:00:00 UTC,49.39884151621361,3831970106.043561,289238030.42767555
2022-04-12 00:00:00 UTC,45.208374038466,3505223971.2034917,391996460.5511315
2022-04-13 00:00:00 UTC,47.6290436315498,3684766592.3184624,397087199.5255809
2022-04-14 00:00:00 UTC,48.61447460950869,3758296705.272467,298074021.00446755
2022-04-15 00:00:00 UTC,46.90945847922396,3635495671.5464706,341328251.0379578
2022-04-16 00:00:00 UTC,48.06167500977831,3724415714.185847,376812806.11746573
2022-04-17 00:00:00 UTC,47.59781428486264,3686734139.490676,197241813.0620993
2022-04-18 00:00:00 UTC,45.62311130354555,3516467094.831211,188399378.19399494
2022-04-19 00:00:00 UTC,46.2876156207634,3572278032.197981,321054926.8482861
2022-04-20 00:00:00 UTC,47.39783708701065,3666041364.252092,298364149.94776815
2022-04-21 00:00:00 UTC,46.173384471263404,3571409551.834123,318395337.42013997
2022-04-22 00:00:00 UTC,45.099911389492526,3478638790.917671,327952738.5272322
2022-04-23 00:00:00 UTC,46.02534468909781,3569478440.989193,288168000.92760617
