snapped_at,price,market_cap,total_volume
2021-08-15 00:00:00 UTC,3.695564153945256,3116958229.53012,231605930.23146328
2021-08-16 00:00:00 UTC,3.733550402440166,3135376728.1307936,158875253.15314943
2021-08-17 00:00:00 UTC,3.6447089861897504,3120693980.149173,193208902.15447357
2021-08-18 00:00:00 UTC,3.4062618023818403,2877597786.5127487,168634532.34106195
2021-08-19 00:00:00 UTC,3.3774926101511373,2847416099.0509253,141409127.6888038
2021-08-20 00:00:00 UTC,3.59905959378501,2982409211.238692,187563417.10559267
2021-08-21 00:00:00 UTC,3.7113377712177242,3122250442.379626,148175399.59407616
2021-08-22 00:00:00 UTC,3.687156212536843,3108149440.454372,175435229.25077978
2021-08-23 00:00:00 UTC,3.784732333029052,3190081358.007829,168172458.67867774
2021-08-24 00:00:00 UTC,4.307103107238585,3630092552.689301,537555507.3021914
2021-08-25 00:00:00 UTC,3.9678123323514622,3351732160.10574,456448406.9697315
2021-08-26 00:00:00 UTC,5.025524698872199,4234314682.8955245,1282647658.2093048
2021-08-27 00:00:00 UTC,4.492379932236366,3789872053.5689197,736320172.3842787
2021-08-28 00:00:00 UTC,5.218353331719646,4408367389.079284,1008213114.8629501
2021-08-29 00:00:00 UTC,5.6389128602504,4628259595.508537,590445818.8264483
2021-08-30 00:00:00 UTC,5.912578647909966,4992384478.890071,1059008469.9500852
2021-08-31 00:00:00 UTC,5.379827448926365,4495092953.799811,754164962.984281
2021-09-01 00:00:00 UTC,5.195205821190282,4378882660.996366,469465306.1367017
2021-09-02 00:00:00 UTC,5.419560874346175,4564939034.644636,301152186.45743936
2021-09-03 00:00:00 UTC,5.299673949682594,4468519975.1373625,193928022.75093243
2021-09-04 00:00:00 UTC,5.3068801656285896,4468161422.358642,246930469.5428263
2021-09-05 00:00:00 UTC,5.419352076781863,4571844371.456083,257672293.9354863
2021-09-06 00:00:00 UTC,5.541506297925475,4665155084.953132,284682455.80532813
2021-09-07 00:00:00 UTC,5.615922771105307,4744974151.3888445,390315569.50961536
2021-09-08 00:00:00 UTC,4.412167726343004,3716879864.3747716,534725343.8629481
2021-09-09 00:00:00 UTC,4.366948337821361,3687699368.182199,327661392.2362654
2021-09-10 00:00:00 UTC,5.544916680567487,4680233103.279369,790775475.3519626
2021-09-11 00:00:00 UTC,6.221669798156379,5256180438.250961,2669357033.5700374
2021-09-12 00:00:00 UTC,6.10496673032843,5153183683.019852,1021914190.3006152
2021-09-13 00:00:00 UTC,7.084283336745076,5902498453.242763,1255125580.8820782
2021-09-14 00:00:00 UTC,7.155904048542667,6039407593.128854,2029106083.6457484
2021-09-15 00:00:00 UTC,7.111876507405563,5994495051.912384,1233992943.5935836
2021-09-16 00:00:00 UTC,6.9191078103198,5796035687.842726,1000613102.8993312
2021-09-17 00:00:00 UTC,6.997875289906352,5900406875.559447,735196818.1983117
2021-09-18 00:00:00 UTC,6.116856157642638,5176982603.27516,537035054.8745837
2021-09-19 00:00:00 UTC,6.429752116571952,5425387813.133558,531900515.5427467
