snapped_at,price,market_cap,total_volume
2021-10-11 00:00:00 UTC,6.3219068813324775,6345899551.178515,251016128.5505806
2021-10-12 00:00:00 UTC,6.165093774387004,6141531577.657448,231232064.4934848
2021-10-13 00:00:00 UTC,5.911666939495723,5910764882.386172,270761597.6116461
2021-10-14 00:00:00 UTC,6.10580223207578,6107217694.8061,291881949.73522484
2021-10-15 00:00:00 UTC,6.048722605024377,6048140357.549531,188123906.32065544
2021-10-16 00:00:00 UTC,6.285429751951675,6285999464.555847,296996343.7198238
2021-10-17 00:00:00 UTC,6.178251389580301,6159230700.966671,171731908.7494329
2021-10-18 00:00:00 UTC,6.0032923691362186,5994348508.29181,166402884.47635275
2021-10-19 00:00:00 UTC,5.856854258107784,5864102472.078303,152572566.60773936
2021-10-20 00:00:00 UTC,5.95510804782208,5950523328.473072,143394084.03507316
2021-10-21 00:00:00 UTC,6.248373367873308,6247087748.919901,182473240.54472384
2021-10-22 00:00:00 UTC,6.002340697738093,6008261144.399272,244309262.66500664
2021-10-23 00:00:00 UTC,6.697110708497962,6715153316.038702,463225059.0400339
2021-10-24 00:00:00 UTC,6.557795889125032,6558746966.88532,186314872.1125067
2021-10-25 00:00:00 UTC,6.461261860744338,6451872008.660515,244947707.80740222
2021-10-26 00:00:00 UTC,6.801068677981904,6787699430.622696,232494277.60666516
2021-10-27 00:00:00 UTC,7.0259079005434595,7054306817.93955,359922243.9786901
2021-10-28 00:00:00 UTC,6.191502708500381,6199131722.310885,554166977.6278617
2021-10-29 00:00:00 UTC,6.43741833631344,6419030744.130272,358828199.3889665
2021-10-30 00:00:00 UTC,6.95583991463595,6967403132.729385,442666214.8554188
2021-10-31 00:00:00 UTC,8.21343151956138,8271976002.881988,1000834974.4876803
2021-11-01 00:00:00 UTC,7.204125840690358,7212684567.753574,673823185.0911235
2021-11-02 00:00:00 UTC,7.347622785784233,7315146905.804996,432402617.3316911
2021-11-03 00:00:00 UTC,7.600086717400892,7565374252.377803,374968784.7680087
2021-11-04 00:00:00 UTC,7.439374610720858,7444060224.058397,356810726.2755501
2021-11-05 00:00:00 UTC,7.740304079612257,7663036995.023679,427648432.8317901
2021-11-06 00:00:00 UTC,7.604987945410167,7593292158.267314,352029217.235315
2021-11-07 00:00:00 UTC,7.476621879375275,7439250651.906723,229503540.9132776
2021-11-08 00:00:00 UTC,7.436397304617549,7436397304.617549,165988261.24640948
2021-11-09 00:00:00 UTC,7.874231640471792,7855587516.990357,288590245.7368967
2021-11-10 00:00:00 UTC,7.9362802985547765,7958943103.729251,527580051.1818561
2021-11-11 00:00:00 UTC,7.351273201273133,7320432082.063919,535058054.77797574
2021-11-12 00:00:00 UTC,7.397990114842792,7421201049.813396,316709552.0533519
2021-11-13 00:00:00 UTC,7.1822579647557125,7178244994.499572,278644312.60528517
2021-11-14 00:00:00 UTC,7.214943478421979,7202410773.739786,158639084.86759615
2021-11-15 00:00:00 UTC,7.0645504400558545,7041097702.480108,160884897.68449017
2021-11-16 00:00:00 UTC,6.8338309727636615,6829076155.187779,147938674.24598533
2021-11-17 00:00:00 UTC,6.30958142802922,6310164716.020358,361810405.73066074
2021-11-18 00:00:00 UTC,6.631575115323359,6595145082.611974,263892666.8288182
2021-11-19 00:00:00 UTC,5.970532583325247,5963277277.281434,303857385.3039604
2021-11-20 00:00:00 UTC,6.383306295044946,6361376697.859049,203952302.83218548
2021-11-21 00:00:00 UTC,6.750557667376898,6755612181.885472,175470354.89007324
2021-11-22 00:00:00 UTC,7.1741675317503555,7196708257.247595,276245841.46173555
2021-11-23 00:00:00 UTC,6.516658677330502,6514792840.042289,325962634.79089355
2021-11-24 00:00:00 UTC,6.897709052137158,6890950537.445649,227374714.4572432
2021-11-25 00:00:00 UTC,6.614445079891189,6616843322.000891,261630082.42705506
2021-11-26 00:00:00 UTC,7.4306393598792955,7463380338.619104,431036696.06593144
2021-11-27 00:00:00 UTC,6.525573938162231,6522049368.030485,435516094.0401709
2021-11-28 00:00:00 UTC,6.49818381005212,6493180083.570009,195849474.17469528
2021-11-29 00:00:00 UTC,6.596567507224324,6567840693.836105,223640235.3258333
2021-11-30 00:00:00 UTC,6.662006162438441,6685492018.752297,201820271.96825522
2021-12-01 00:00:00 UTC,6.617295620430561,6638370536.53274,240370467.66472808
2021-12-02 00:00:00 UTC,6.515467106496925,6520744758.753661,188216538.8408611
2021-12-03 00:00:00 UTC,6.334647352923602,6345837349.037937,152385893.03565025
2021-12-04 00:00:00 UTC,6.156344357634645,6160425246.956539,337074815.2229272
2021-12-05 00:00:00 UTC,5.146539194177576,5126579563.697133,648322558.815088
2021-12-06 00:00:00 UTC,4.721973850599235,4706270710.373483,304623501.295035
2021-12-07 00:00:00 UTC,4.79875379997202,4788664453.553859,327522539.90098464
2021-12-08 00:00:00 UTC,4.677877100746059,4675057089.202307,205250832.38135964
2021-12-09 00:00:00 UTC,4.9165332122084395,4918539398.008557,246158594.8647311
2021-12-10 00:00:00 UTC,4.416373826875304,4459961469.043774,189314812.57813814
2021-12-11 00:00:00 UTC,4.282145013663908,4350690568.079933,194360364.15408936
2021-12-12 00:00:00 UTC,4.418205534745158,4418629709.888839,134117709.35720003
2021-12-13 00:00:00 UTC,4.422448687370591,4440790608.380224,90893573.39882106
2021-12-14 00:00:00 UTC,3.9194402899913277,3919440289.991328,170614297.98457727
2021-12-15 00:00:00 UTC,4.04233574340416,4036103947.617836,164865587.17134827
2021-12-16 00:00:00 UTC,4.4071428788681795,4394715002.018296,203620131.52519327
2021-12-17 00:00:00 UTC,4.261362206886831,4245965571.690308,116864326.92831932
2021-12-18 00:00:00 UTC,4.059794204730727,4058855973.839171,135079903.48596227
2021-12-19 00:00:00 UTC,4.093562892963212,4093664167.404103,91674938.53668632
2021-12-20 00:00:00 UTC,4.150752670339281,4160164776.300833,103840019.27263486
2021-12-21 00:00:00 UTC,4.007017822923757,4024362380.394071,131156861.94711202
2021-12-22 00:00:00 UTC,4.158112100946158,4163384856.958502,87840467.61820413
2021-12-23 00:00:00 UTC,4.4395409235054135,4444992646.043001,147448126.7511815
2021-12-24 00:00:00 UTC,4.7757266386218795,4772798277.327555,170392290.95527783
2021-12-25 00:00:00 UTC,4.723427346537595,4727670399.879456,185587611.75751907
2021-12-26 00:00:00 UTC,5.066530880652787,5071020356.86161,258014532.7570159
2021-12-27 00:00:00 UTC,5.511808450869752,5501028094.683889,323413060.59968305
2021-12-28 00:00:00 UTC,5.4943001754488066,5506326139.549555,365082169.92870456
2021-12-29 00:00:00 UTC,5.124102775299494,5138615799.918496,261087669.72126132
2021-12-30 00:00:00 UTC,4.916919113365887,4882551815.088316,211943380.39972556
2021-12-31 00:00:00 UTC,4.80953793260554,4799069360.972143,161799849.1457788
2022-01-01 00:00:00 UTC,4.723231780445983,4746444714.972617,160318022.43911874
2022-01-02 00:00:00 UTC,4.961862677902386,4937761996.411203,121314207.90729047
2022-01-03 00:00:00 UTC,4.888223523937735,4893598986.00914,111456087.9314941
2022-01-04 00:00:00 UTC,4.714468062526167,4723170871.259624,125119724.84586665
2022-01-05 00:00:00 UTC,4.768780076291545,4831051040.833882,179917538.42645532
2022-01-06 00:00:00 UTC,4.441051999267806,4456552634.818642,381989800.1939995
2022-01-07 00:00:00 UTC,4.39893457119907,4411913081.48467,236377225.8283331
2022-01-08 00:00:00 UTC,4.20148952129057,4198939493.371353,241761910.48259872
2022-01-09 00:00:00 UTC,3.9809432859119616,4006410778.806959,208065206.62306094
2022-01-10 00:00:00 UTC,4.043025408551709,4030266387.238867,83408893.66814853
2022-01-11 00:00:00 UTC,3.8492086293975563,3846037669.99467,183778651.6917215
2022-01-12 00:00:00 UTC,4.093832511694235,4103520264.556803,146861135.8728718
2022-01-13 00:00:00 UTC,4.28295149177436,4291171561.730634,154963442.58518448
2022-01-14 00:00:00 UTC,3.98484799878852,4008250841.946965,174310705.5743774
2022-01-15 00:00:00 UTC,4.142950418676237,4139311567.380528,144932888.70373628
2022-01-16 00:00:00 UTC,4.1000068119535,4091693450.075848,101494618.34602349
2022-01-17 00:00:00 UTC,4.213869559587049,4222984342.789933,125698256.41425246
2022-01-18 00:00:00 UTC,3.9723195565577085,3972856612.968311,143263463.06409934
2022-01-19 00:00:00 UTC,4.222600040504158,4229842758.638039,282744770.1481231
2022-01-20 00:00:00 UTC,4.3328139423622725,4346558952.116291,420297498.3861313
2022-01-21 00:00:00 UTC,4.1450154324622925,4169489047.821935,330678549.50296485
2022-01-22 00:00:00 UTC,3.395716498418725,3409883552.491891,478164367.0004233
2022-01-23 00:00:00 UTC,2.7701488113106887,2766607734.505356,674156511.2672042
2022-01-24 00:00:00 UTC,2.7840150427103234,2778846436.995592,310670155.888834
2022-01-25 00:00:00 UTC,2.602245471112739,2609324134.783163,331931598.09705514
2022-01-26 00:00:00 UTC,2.6189702877155474,2626596019.394725,200763365.36861914
2022-01-27 00:00:00 UTC,2.847058442060917,2839263644.145559,421815841.582482
2022-01-28 00:00:00 UTC,2.9171028265455883,2917102826.545588,536683618.4629061
2022-01-29 00:00:00 UTC,2.951995575144186,2952380268.584005,193303746.96352255
2022-01-30 00:00:00 UTC,2.9883146720318643,2978935050.988758,144681107.48079646
2022-01-31 00:00:00 UTC,2.8861874671566063,2880217624.506868,148315500.70152548
2022-02-01 00:00:00 UTC,2.9481716619686575,2936604068.084529,163463144.41338682
2022-02-02 00:00:00 UTC,2.930361548399419,2933228126.040998,127632063.4720506
2022-02-03 00:00:00 UTC,2.7663262479464494,2761301006.30423,134022512.08524692
2022-02-04 00:00:00 UTC,2.7973238053935474,2779668788.60772,135363079.75195223
2022-02-05 00:00:00 UTC,3.052253627455575,3041414365.655966,170821837.21776906
2022-02-06 00:00:00 UTC,3.282726708051562,3299837485.048997,346132193.5282458
2022-02-07 00:00:00 UTC,3.5060647095167248,3485556657.866789,350996737.06144166
2022-02-08 00:00:00 UTC,3.6040845273572955,3611155090.91394,263835852.10736558
