Date,Days,STIR,LSR,SSR,d1,d2,d3,d4,d5
2/2/1999,Tuesday,-0.014519883,-0.011903798,-0.014992608,0,1,0,0,0
3/2/1999,Wednesday,-0.014382571,-0.0010629,-0.016017972,0,0,1,0,0
4/2/1999,Thursday,0.008821155,0.008649009,0.009171466,0,0,0,1,0
5/2/1999,Friday,-0.013669036,-0.002536448,-0.004790648,0,0,0,0,1
8/2/1999,Monday,-0.017278503,-0.014160267,-0.021704705,1,0,0,0,0
9/2/1999,Tuesday,-0.023086242,-0.014033712,-0.013414675,0,1,0,0,0
10/2/1999,Wednesday,-0.015280309,-0.013968011,0.007844143,0,0,1,0,0
11/2/1999,Thursday,0.05342966,0.040351854,0.021588811,0,0,0,1,0
12/2/1999,Friday,-0.001710902,0.002769604,0.020193219,0,0,0,0,1
15/2/1999,Monday,0.004639184,-0.001636191,-0.013712534,1,0,0,0,0
16/2/1999,Tuesday,0,0,0,0,1,0,0,0
17/2/1999,Wednesday,0,0,0,0,0,1,0,0
18/2/1999,Thursday,-0.019391148,-0.01335234,-0.020315959,0,0,0,1,0
19/2/1999,Friday,0.029013005,0.024050481,0.030073991,0,0,0,0,1
22/2/1999,Monday,0.018649013,0.020760094,-0.02210481,1,0,0,0,0
23/2/1999,Tuesday,0.000178533,-0.00099712,-0.023067083,0,1,0,0,0
24/2/1999,Wednesday,0.007505166,0.002716553,0.00233958,0,0,1,0,0
25/2/1999,Thursday,-0.000538778,-0.001617575,0.011637859,0,0,0,1,0
26/2/1999,Friday,0.001197677,-0.000591289,0.006270106,0,0,0,0,1
1/3/1999,Monday,0.007718505,0.004986747,-0.007548066,1,0,0,0,0
2/3/1999,Tuesday,-0.002984383,-0.003119825,0.001845426,0,1,0,0,0
3/3/1999,Wednesday,-0.001975713,0.003880351,-0.017853968,0,0,1,0,0
4/3/1999,Thursday,0.012354415,0.01743176,0.020876695,0,0,0,1,0
5/3/1999,Friday,0.011272825,0.018446752,0.012528557,0,0,0,0,1
8/3/1999,Monday,0.001502671,0.001166733,-0.013744366,1,0,0,0,0
9/3/1999,Tuesday,-0.007827558,-0.004360525,0.003327012,0,1,0,0,0
10/3/1999,Wednesday,0.019938462,0.018266844,0.010973842,0,0,1,0,0
11/3/1999,Thursday,0.001495958,0.003966143,0.017265253,0,0,0,1,0
12/3/1999,Friday,0.009474385,0.009803117,-0.012504071,0,0,0,0,1
15/3/1999,Monday,0.005671289,0.00748007,-0.004050565,1,0,0,0,0
16/3/1999,Tuesday,-0.003116907,-0.00357146,-0.00634974,0,1,0,0,0
17/3/1999,Wednesday,-0.013096109,-0.006206154,-0.008296212,0,0,1,0,0
18/3/1999,Thursday,-0.002785887,0.003057213,0,0,0,0,1,0
19/3/1999,Friday,0.004708997,0.011549277,-0.030020254,0,0,0,0,1
22/3/1999,Monday,0.016622896,0.036751303,0.005806292,1,0,0,0,0
23/3/1999,Tuesday,-0.003216802,-0.005495348,0.030437876,0,1,0,0,0
24/3/1999,Wednesday,-0.007065029,-0.005242706,-0.018439494,0,0,1,0,0
25/3/1999,Thursday,0.012076332,0.006822791,0.042200358,0,0,0,1,0
26/3/1999,Friday,-0.001914693,-0.006591138,-0.028215392,0,0,0,0,1
29/3/1999,Monday,0,0,0,1,0,0,0,0
30/3/1999,Tuesday,0.013649327,0.024280122,-0.006566246,0,1,0,0,0
31/3/1999,Wednesday,0.000151496,0.001629701,-0.003665136,0,0,1,0,0
1/4/1999,Thursday,0.017549006,0.023222667,0.027729693,0,0,0,1,0
2/4/1999,Friday,0,0,0,0,0,0,0,1
5/4/1999,Monday,0.023290113,0.019725371,0.021770785,1,0,0,0,0
6/4/1999,Tuesday,0.015403018,0.011470766,0.013636574,0,1,0,0,0
7/4/1999,Wednesday,0.010017213,0.003354337,0.013818005,0,0,1,0,0
8/4/1999,Thursday,0.011820244,0.008193521,0.0262755,0,0,0,1,0
9/4/1999,Friday,0.0143038,0.009403499,-0.001121489,0,0,0,0,1
12/4/1999,Monday,-0.002392878,-0.001924523,0.002542684,1,0,0,0,0
13/4/1999,Tuesday,0.011193499,0.010514882,0.018269956,0,1,0,0,0
14/4/1999,Wednesday,0.013450957,0.011857297,0.049188263,0,0,1,0,0
15/4/1999,Thursday,0.001994802,0.003338718,-0.020558703,0,0,0,1,0
16/4/1999,Friday,0.0367067,0.039907223,0.049439572,0,0,0,0,1
19/4/1999,Monday,0.040085871,0.039962862,0.004623934,1,0,0,0,0
20/4/1999,Tuesday,-0.017980708,-0.011574712,0.058166508,0,1,0,0,0
21/4/1999,Wednesday,0.017991564,0.019708759,0.093790434,0,0,1,0,0
22/4/1999,Thursday,0.010829534,0.015345083,-0.027144573,0,0,0,1,0
23/4/1999,Friday,0.001550567,0.004971142,-0.007271423,0,0,0,0,1
26/4/1999,Monday,0.002324026,0.000645342,-0.00775622,1,0,0,0,0
27/4/1999,Tuesday,0.003614516,0.001429892,0.024680965,0,1,0,0,0
28/4/1999,Wednesday,-0.021128817,-0.020448246,-0.034042043,0,0,1,0,0
29/4/1999,Thursday,-0.010214415,-0.010764753,-0.037945715,0,0,0,1,0
30/4/1999,Friday,0.036552435,0.037646994,0.027156137,0,0,0,0,1
3/5/1999,Monday,0.00636822,0.000556764,0.04789259,1,0,0,0,0
4/5/1999,Tuesday,0.017576834,0.017344464,-0.012192225,0,1,0,0,0
5/5/1999,Wednesday,0.01707987,0.020124146,0.013514281,0,0,1,0,0
6/5/1999,Thursday,0.004802259,0.029248614,0.01085545,0,0,0,1,0
7/5/1999,Friday,-0.038821733,-0.042341631,0.007065515,0,0,0,0,1
10/5/1999,Monday,-0.019709131,-0.01527572,-0.026815014,1,0,0,0,0
11/5/1999,Tuesday,0.014128821,0.013156487,0.016776297,0,1,0,0,0
12/5/1999,Wednesday,7.41E-05,-0.001711965,0.064852805,0,0,1,0,0
13/5/1999,Thursday,-0.010745609,-0.016715468,-0.037632464,0,0,0,1,0
14/5/1999,Friday,0.007702371,0.007260651,0.029566855,0,0,0,0,1
17/5/1999,Monday,-0.001503828,0.007008325,-0.004196689,1,0,0,0,0
18/5/1999,Tuesday,0.019678014,0.046710268,0.010441582,0,1,0,0,0
19/5/1999,Wednesday,-0.00330085,-0.006646214,-0.008098525,0,0,1,0,0
20/5/1999,Thursday,0.00801903,0.00400786,0.02116513,0,0,0,1,0
21/5/1999,Friday,0.013612946,0.01504704,0.010727212,0,0,0,0,1
24/5/1999,Monday,-0.010550521,-0.001175678,0.056860218,1,0,0,0,0
25/5/1999,Tuesday,-0.019112572,-0.020927452,0.000555418,0,1,0,0,0
26/5/1999,Wednesday,-0.001308728,-0.007578344,0.043911091,0,0,1,0,0
27/5/1999,Thursday,0.011571201,0.008637863,0.038205337,0,0,0,1,0
28/5/1999,Friday,-0.006330776,-0.010318903,0.02570877,0,0,0,0,1
31/5/1999,Monday,9.45E-05,0.002686185,0.05964237,1,0,0,0,0
1/6/1999,Tuesday,0.002633278,-0.000758887,-0.021304127,0,1,0,0,0
2/6/1999,Wednesday,0.007936446,0.006504152,0.017952089,0,0,1,0,0
3/6/1999,Thursday,0.009316733,0.01007952,-0.017477042,0,0,0,1,0
4/6/1999,Friday,-0.007094775,-0.007654762,-0.009792088,0,0,0,0,1
7/6/1999,Monday,0.013924804,0.003968175,0.010353016,1,0,0,0,0
8/6/1999,Tuesday,0.020765704,0.029937099,0.012091655,0,1,0,0,0
9/6/1999,Wednesday,0.005046251,0.002000904,0.065085253,0,0,1,0,0
10/6/1999,Thursday,0.011623947,0.009989011,-0.03812694,0,0,0,1,0
11/6/1999,Friday,0.018144729,0.029091532,0.041972157,0,0,0,0,1
14/6/1999,Monday,-0.004261256,-0.006751284,0.065993557,1,0,0,0,0
15/6/1999,Tuesday,-0.005627011,-0.002007121,-0.022892765,0,1,0,0,0
16/6/1999,Wednesday,-0.001481435,0.005518823,0.045133143,0,0,1,0,0
17/6/1999,Thursday,0.006603066,0.00425246,0.05069513,0,0,0,1,0
18/6/1999,Friday,0.006439023,-0.000386886,0.036442376,0,0,0,0,1
21/6/1999,Monday,0.023742409,0.025101831,0.080976376,1,0,0,0,0
22/6/1999,Tuesday,0.001343196,-0.001403174,-0.020497243,0,1,0,0,0
23/6/1999,Wednesday,0.020622075,0.018824628,-6.61009E-05,0,0,1,0,0
24/6/1999,Thursday,0.011130598,0.024491969,0.020713083,0,0,0,1,0
25/6/1999,Friday,-0.005990357,-0.019236273,0.015610509,0,0,0,0,1
28/6/1999,Monday,-0.006899597,-0.011448604,0.043216536,1,0,0,0,0
29/6/1999,Tuesday,0.008018935,0.017068478,0.035230255,0,1,0,0,0
30/6/1999,Wednesday,-0.006153469,-0.001976914,-0.018033269,0,0,1,0,0
1/7/1999,Thursday,0.021472833,0.022053064,0.032256265,0,0,0,1,0
2/7/1999,Friday,0.003470661,0.000618246,0.030349627,0,0,0,0,1
5/7/1999,Monday,-0.004966304,-0.008201176,-0.083105937,1,0,0,0,0
6/7/1999,Tuesday,-0.016380767,-0.010533057,-0.122794705,0,1,0,0,0
7/7/1999,Wednesday,-0.014342706,-0.019361444,-0.068599094,0,0,1,0,0
8/7/1999,Thursday,0.007122991,0.008778103,0.066541725,0,0,0,1,0
9/7/1999,Friday,0.010028899,0.01353807,0.036592516,0,0,0,0,1
12/7/1999,Monday,0.007830357,0.011030275,-0.112437231,1,0,0,0,0
13/7/1999,Tuesday,-0.009270685,0.001598343,-0.025248746,0,1,0,0,0
14/7/1999,Wednesday,6.43E-05,0.003729146,-3.5532E-05,0,0,1,0,0
15/7/1999,Thursday,-0.00964413,-0.010995513,-0.086258516,0,0,0,1,0
16/7/1999,Friday,-0.010950868,-0.01819046,-0.03925988,0,0,0,0,1
19/7/1999,Monday,-0.006053276,-0.003829057,0.01445529,1,0,0,0,0
20/7/1999,Tuesday,0.007780752,0.001503135,0.090539205,0,1,0,0,0
21/7/1999,Wednesday,-0.019158841,-0.0179695,-0.064117608,0,0,1,0,0
22/7/1999,Thursday,-0.014141111,-0.008948446,-0.01789117,0,0,0,1,0
23/7/1999,Friday,-0.038318751,-0.035083793,-0.009442594,0,0,0,0,1
26/7/1999,Monday,-0.025537504,-0.024130681,-0.043219301,1,0,0,0,0
27/7/1999,Tuesday,0.030184629,0.024361851,0.054721874,0,1,0,0,0
28/7/1999,Wednesday,0.038380309,0.028948946,0.003532308,0,0,1,0,0
29/7/1999,Thursday,0.032694332,0.029796541,0.014129434,0,0,0,1,0
30/7/1999,Friday,-0.000433317,0.000619225,0.018096852,0,0,0,0,1
2/8/1999,Monday,-0.008010486,-0.007022786,-0.017736227,1,0,0,0,0
3/8/1999,Tuesday,0.006891381,0.00782292,0.0005675,0,1,0,0,0
4/8/1999,Wednesday,0.000293886,0.001560221,-0.022726644,0,0,1,0,0
5/8/1999,Thursday,-0.029281835,-0.023086598,-0.035084018,0,0,0,1,0
6/8/1999,Friday,-0.006219684,-0.001611087,0.017772417,0,0,0,0,1
9/8/1999,Monday,0,0,0,1,0,0,0,0
10/8/1999,Tuesday,-0.022807689,-0.020783308,-0.056613734,0,1,0,0,0
11/8/1999,Wednesday,-0.017471374,-0.028089811,0.002170549,0,0,1,0,0
12/8/1999,Thursday,0.012639094,0.006896813,-0.002880621,0,0,0,1,0
13/8/1999,Friday,-0.021660663,-0.019283551,-0.032271984,0,0,0,0,1
16/8/1999,Monday,0.014570839,0.014346665,-0.001128338,1,0,0,0,0
17/8/1999,Tuesday,-0.007568888,-0.01264814,-0.019356104,0,1,0,0,0
18/8/1999,Wednesday,0.032420258,0.030253894,0.090774554,0,0,1,0,0
19/8/1999,Thursday,0.010264967,0.003509197,-0.001344431,0,0,0,1,0
20/8/1999,Friday,0.008370585,0.00348306,0.061637651,0,0,0,0,1
23/8/1999,Monday,0.017358125,0.022253978,0.070572913,1,0,0,0,0
24/8/1999,Tuesday,-0.001861456,-0.002770616,-0.03795856,0,1,0,0,0
25/8/1999,Wednesday,0.007677924,0.009569181,0.000796093,0,0,1,0,0
26/8/1999,Thursday,0.012180011,0.022036841,-0.021109273,0,0,0,1,0
27/8/1999,Friday,-0.003664442,-0.010897638,0.003938482,0,0,0,0,1
30/8/1999,Monday,-0.001509518,0.000739185,-0.002245669,1,0,0,0,0
31/8/1999,Tuesday,-0.016029205,-0.014758578,-0.050009522,0,1,0,0,0
1/9/1999,Wednesday,0.002438962,0.003713541,0.006074962,0,0,1,0,0
2/9/1999,Thursday,-0.001947861,0.003024262,-0.021098128,0,0,0,1,0
3/9/1999,Friday,-0.011886952,-0.012259643,-0.02085577,0,0,0,0,1
6/9/1999,Monday,0.003148137,-0.000434055,-0.009574989,1,0,0,0,0
7/9/1999,Tuesday,0.002682395,-0.000298816,-0.000788913,0,1,0,0,0
8/9/1999,Wednesday,-0.00381649,-0.000835492,-0.007243532,0,0,1,0,0
9/9/1999,Thursday,0.014211496,0.018629685,0.016535236,0,0,0,1,0
10/9/1999,Friday,0.002652279,-0.001308583,-0.008281273,0,0,0,0,1
13/9/1999,Monday,0.002883695,-0.000549356,-0.009579239,1,0,0,0,0
14/9/1999,Tuesday,0.00152742,-0.000502493,-0.003674984,0,1,0,0,0
15/9/1999,Wednesday,-0.010283735,-0.008082474,0.003976695,0,0,1,0,0
16/9/1999,Thursday,-0.015894928,-0.012623835,0.015062113,0,0,0,1,0
17/9/1999,Friday,0.021237656,0.022430242,0.046837913,0,0,0,0,1
20/9/1999,Monday,-0.004235153,-0.006685608,-0.029512229,1,0,0,0,0
21/9/1999,Tuesday,-0.006564342,-0.005414754,-0.024310844,0,1,0,0,0
22/9/1999,Wednesday,-0.019815335,-0.023176309,-0.005517469,0,0,1,0,0
23/9/1999,Thursday,0.000357828,-0.001541614,0.005424127,0,0,0,1,0
24/9/1999,Friday,-0.024168069,-0.018659849,-0.015674539,0,0,0,0,1
27/9/1999,Monday,-0.014281717,-0.015186204,-0.041104751,1,0,0,0,0
28/9/1999,Tuesday,0.016967544,0.004876909,0.020155428,0,1,0,0,0
29/9/1999,Wednesday,-0.003399302,0.00295677,-0.025158489,0,0,1,0,0
30/9/1999,Thursday,0.002158684,0.005082025,-0.00657486,0,0,0,1,0
1/10/1999,Friday,0.014401738,0.020431424,0.025815169,0,0,0,0,1
4/10/1999,Monday,-0.006549094,-0.00439274,-0.038283103,1,0,0,0,0
5/10/1999,Tuesday,0.013089479,0.016082397,0.036677099,0,1,0,0,0
6/10/1999,Wednesday,0.017280759,0.01738532,-0.000214462,0,0,1,0,0
7/10/1999,Thursday,0.009126555,0.002834742,0.023566607,0,0,0,1,0
8/10/1999,Friday,-0.002588289,0.008184955,-0.002530784,0,0,0,0,1
11/10/1999,Monday,0.003653774,0.00659317,-0.014460453,1,0,0,0,0
12/10/1999,Tuesday,-0.001867705,-0.001559558,-0.026303069,0,1,0,0,0
13/10/1999,Wednesday,-0.010716863,-0.00610003,-0.003304411,0,0,1,0,0
14/10/1999,Thursday,0.00800816,0.009263605,0.011925289,0,0,0,1,0
15/10/1999,Friday,-0.02457842,-0.025716724,-0.018359106,0,0,0,0,1
18/10/1999,Monday,-0.033445789,-0.037063959,-0.039821214,1,0,0,0,0
19/10/1999,Tuesday,-0.005150062,0.00212413,0.006987716,0,1,0,0,0
20/10/1999,Wednesday,0.021089965,0.017381632,0.005139213,0,0,1,0,0
21/10/1999,Thursday,-0.003947588,-0.004812583,0.001025207,0,0,0,1,0
22/10/1999,Friday,-5.95E-05,0.006433971,0.00660389,0,0,0,0,1
25/10/1999,Monday,0.002465506,-0.004823018,-0.011984366,1,0,0,0,0
26/10/1999,Tuesday,-0.004375746,0.001177852,-0.007709297,0,1,0,0,0
27/10/1999,Wednesday,-0.012267456,-0.006762773,-0.013131953,0,0,1,0,0
28/10/1999,Thursday,0.007148917,0.006506919,-0.008164314,0,0,0,1,0
29/10/1999,Friday,0.02167772,0.015870103,0.019962278,0,0,0,0,1
1/11/1999,Monday,0.012567547,0.000473707,0.039271954,1,0,0,0,0
2/11/1999,Tuesday,-0.007660572,-0.005414677,-0.010642931,0,1,0,0,0
3/11/1999,Wednesday,0.014846324,0.013795589,0.058753323,0,0,1,0,0
4/11/1999,Thursday,0.01045763,0.006789511,-0.007439717,0,0,0,1,0
5/11/1999,Friday,0.000762764,0.008165732,-0.008155209,0,0,0,0,1
8/11/1999,Monday,0,0,0,1,0,0,0,0
9/11/1999,Tuesday,0.003087743,0.00234037,0.048092277,0,1,0,0,0
10/11/1999,Wednesday,0.009762959,0.008847234,0.054391328,0,0,1,0,0
11/11/1999,Thursday,0.006900387,0.006497658,-0.012005227,0,0,0,1,0
12/11/1999,Friday,0.014817681,0.006178178,0.001139604,0,0,0,0,1
15/11/1999,Monday,0.018174777,0.014503618,0.02806001,1,0,0,0,0
16/11/1999,Tuesday,0.005800987,0.00175606,0.002174982,0,1,0,0,0
17/11/1999,Wednesday,-0.004476564,-0.001869837,-0.002974057,0,0,1,0,0
18/11/1999,Thursday,-0.01137063,-0.008691487,-0.014416013,0,0,0,1,0
19/11/1999,Friday,0.009614829,0.010845364,-0.00366231,0,0,0,0,1
22/11/1999,Monday,-0.004554277,-0.001893404,-0.057489203,1,0,0,0,0
23/11/1999,Tuesday,-0.001753356,-0.009069742,-0.002025096,0,1,0,0,0
24/11/1999,Wednesday,-0.009196553,-0.013047153,-0.013621331,0,0,1,0,0
25/11/1999,Thursday,0.005058576,0.008745088,-0.016570446,0,0,0,1,0
26/11/1999,Friday,0.015319218,0.012746628,0.009885919,0,0,0,0,1
29/11/1999,Monday,-0.006006859,-0.00667082,-0.024340197,1,0,0,0,0
30/11/1999,Tuesday,0.006592603,0.007730534,0.012545252,0,1,0,0,0
1/12/1999,Wednesday,-0.012821381,-0.009443287,-0.025013785,0,0,1,0,0
2/12/1999,Thursday,0.008417676,0.008011317,-0.016276348,0,0,0,1,0
3/12/1999,Friday,0.000228951,-0.003899166,0.001585957,0,0,0,0,1
6/12/1999,Monday,0.007169644,0.008105366,0.012805469,1,0,0,0,0
7/12/1999,Tuesday,0.024663916,0.02138822,0.015829194,0,1,0,0,0
8/12/1999,Wednesday,0.022128526,0.022069452,0.000168936,0,0,1,0,0
9/12/1999,Thursday,0.008798729,0.005890318,0.009871626,0,0,0,1,0
10/12/1999,Friday,0.009787076,-0.002965459,0.013887491,0,0,0,0,1
13/12/1999,Monday,-0.0038145,0.003299147,-0.011501356,1,0,0,0,0
14/12/1999,Tuesday,-0.007178981,0.000509551,-0.022978618,0,1,0,0,0
15/12/1999,Wednesday,-0.01695414,-0.008635208,-0.025231258,0,0,1,0,0
16/12/1999,Thursday,-0.006274419,-0.013866002,-0.001268759,0,0,0,1,0
17/12/1999,Friday,0.024586716,0.021275559,0.032977537,0,0,0,0,1
20/12/1999,Monday,-0.001185122,-0.002705284,-0.009257147,1,0,0,0,0
21/12/1999,Tuesday,-0.002992243,0.003857538,-0.013530069,0,1,0,0,0
22/12/1999,Wednesday,0.008882879,0.007127981,-0.000819326,0,0,1,0,0
23/12/1999,Thursday,0.016843826,0.001766473,0.00197696,0,0,0,1,0
24/12/1999,Friday,0.009206096,0.011395466,0.014146278,0,0,0,0,1
27/12/1999,Monday,0.005645023,-0.002762772,0.057271251,1,0,0,0,0
28/12/1999,Tuesday,-0.005481543,-0.004567856,-0.012879865,0,1,0,0,0
29/12/1999,Wednesday,0.010456102,0.006746013,0.013003515,0,0,1,0,0
30/12/1999,Thursday,0.002782564,0.002397776,0.005623257,0,0,0,1,0
31/12/1999,Friday,0,0,0,0,0,0,0,1
3/1/2000,Monday,0.040839094,0.019871884,0.026275834,1,0,0,0,0
4/1/2000,Tuesday,-0.020649696,-0.014928056,-0.006528703,0,1,0,0,0
5/1/2000,Wednesday,-0.056554354,-0.04397022,-0.057178639,0,0,1,0,0
6/1/2000,Thursday,-0.013397418,-0.013014506,-0.026285534,0,0,0,1,0
7/1/2000,Friday,0.019655425,0.02578835,0.024761322,0,0,0,0,1
10/1/2000,Monday,0.011422273,0.000552237,-0.014749773,1,0,0,0,0
11/1/2000,Tuesday,-0.009902257,-0.011179017,-0.014177443,0,1,0,0,0
12/1/2000,Wednesday,0.007384379,0.008543715,0.008641666,0,0,1,0,0
13/1/2000,Thursday,-0.013787372,-0.01447242,-0.019214533,0,0,0,1,0
14/1/2000,Friday,-0.000747882,0.00183349,0.006531843,0,0,0,0,1
17/1/2000,Monday,-0.021329039,-0.021071199,-0.019780661,1,0,0,0,0
18/1/2000,Tuesday,-0.009554302,-0.006038303,-0.002496076,0,1,0,0,0
19/1/2000,Wednesday,-0.028375721,-0.022975816,-0.026529392,0,0,1,0,0
20/1/2000,Thursday,0.026546281,0.019607027,0.013855212,0,0,0,1,0
21/1/2000,Friday,-0.016130049,-0.018546993,0.002773174,0,0,0,0,1
24/1/2000,Monday,-0.006092748,-0.013465736,-0.017684206,1,0,0,0,0
25/1/2000,Tuesday,-0.011462398,-0.010472798,-0.002748363,0,1,0,0,0
26/1/2000,Wednesday,0.009190142,0.006064266,-0.000129912,0,0,1,0,0
27/1/2000,Thursday,0.020249442,0.015397948,0.023366553,0,0,0,1,0
28/1/2000,Friday,-0.009066356,-0.010544858,-0.005974206,0,0,0,0,1
31/1/2000,Monday,-0.024199498,-0.016861381,-0.022152114,1,0,0,0,0
1/2/2000,Tuesday,4.93E-05,-0.006030062,-0.006881256,0,1,0,0,0
2/2/2000,Wednesday,0.018219923,0.018051812,0.008096447,0,0,1,0,0
3/2/2000,Thursday,-0.009763987,-0.018050612,-0.002092942,0,0,0,1,0
4/2/2000,Friday,0.004250002,0.000462267,0.004729727,0,0,0,0,1
7/2/2000,Monday,0,0,0,1,0,0,0,0
8/2/2000,Tuesday,-0.005820591,-0.018436044,0.007743309,0,1,0,0,0
9/2/2000,Wednesday,-0.008262736,-0.009399701,0.008289086,0,0,1,0,0
10/2/2000,Thursday,-0.000907331,-0.014727394,-0.010008929,0,0,0,1,0
11/2/2000,Friday,0.004313695,-0.012939559,-0.001826497,0,0,0,0,1
14/2/2000,Monday,0.000554676,-0.004416994,0.000683951,1,0,0,0,0
15/2/2000,Tuesday,-0.0165937,-0.010374785,0.002456151,0,1,0,0,0
16/2/2000,Wednesday,0.00587533,-0.000462128,-0.004348565,0,0,1,0,0
17/2/2000,Thursday,0.007982268,0.004363318,0.031591816,0,0,0,1,0
18/2/2000,Friday,-0.023910873,-0.023258189,-0.003266348,0,0,0,0,1
21/2/2000,Monday,-0.028656511,-0.021621395,-0.017822571,1,0,0,0,0
22/2/2000,Tuesday,-0.004371856,0.001839157,0.006891886,0,1,0,0,0
23/2/2000,Wednesday,0.014645717,0.016939492,-0.009740159,0,0,1,0,0
24/2/2000,Thursday,-0.006584761,-0.003846614,-0.019749116,0,0,0,1,0
25/2/2000,Friday,0.007847003,0.011890809,-0.000701264,0,0,0,0,1
28/2/2000,Monday,-0.010213634,-0.007300894,-0.042923657,1,0,0,0,0
29/2/2000,Tuesday,0.000872817,0.004652607,-0.003651668,0,1,0,0,0
1/3/2000,Wednesday,-0.003046371,0.002297892,0.007354132,0,0,1,0,0
2/3/2000,Thursday,-0.001837026,-0.008924942,0.002047134,0,0,0,1,0
3/3/2000,Friday,0.00324565,4.68E-05,-0.028621969,0,0,0,0,1
6/3/2000,Monday,0.001387775,-0.001687046,-0.009758033,1,0,0,0,0
7/3/2000,Tuesday,-0.013611274,0.00976595,-0.045150398,0,1,0,0,0
8/3/2000,Wednesday,-0.008996456,-0.006042055,-0.011431683,0,0,1,0,0
9/3/2000,Thursday,0.004674042,0.000819843,-0.003300314,0,0,0,1,0
10/3/2000,Friday,0.006677014,0.005826884,0.00297572,0,0,0,0,1
13/3/2000,Monday,-0.025892384,-0.011441571,-0.036257412,1,0,0,0,0
14/3/2000,Tuesday,0.005278165,0.007950944,-0.006445653,0,1,0,0,0
15/3/2000,Wednesday,-0.015389524,-0.008047539,-0.041581995,0,0,1,0,0
16/3/2000,Thursday,0,0,0,0,0,0,1,0
17/3/2000,Friday,0.035159017,0.045559788,0.000328033,0,0,0,0,1
20/3/2000,Monday,-0.008327848,-0.015551134,-0.026457626,1,0,0,0,0
21/3/2000,Tuesday,0.019754482,0.014049273,0.050515524,0,1,0,0,0
22/3/2000,Wednesday,0.007102269,0.006358019,-0.012456152,0,0,1,0,0
23/3/2000,Thursday,-0.003187429,-0.009045965,0.035429523,0,0,0,1,0
24/3/2000,Friday,0.009056825,-0.008411065,-0.003863734,0,0,0,0,1
27/3/2000,Monday,0.032487668,0.019081118,0.004338001,1,0,0,0,0
28/3/2000,Tuesday,-0.004266962,-0.003140642,0.002335163,0,1,0,0,0
29/3/2000,Wednesday,-0.011925165,-0.006548055,0.000513237,0,0,1,0,0
30/3/2000,Thursday,-0.030084139,-0.009774362,-0.030632445,0,0,0,1,0
31/3/2000,Friday,0.007426965,0.002574647,0.001906003,0,0,0,0,1
3/4/2000,Monday,-0.028977331,-0.019479099,-0.028831765,1,0,0,0,0
4/4/2000,Tuesday,-0.006362879,0.009473126,0.006700607,0,1,0,0,0
5/4/2000,Wednesday,-0.001575171,0.009189894,-0.028037601,0,0,1,0,0
6/4/2000,Thursday,0.026981509,0.020830515,0.005154539,0,0,0,1,0
7/4/2000,Friday,0.018301692,0.007187105,0.004386151,0,0,0,0,1
10/4/2000,Monday,-0.011025398,-0.005402445,-0.011826429,1,0,0,0,0
11/4/2000,Tuesday,0.002090032,0.009598565,0.00805827,0,1,0,0,0
12/4/2000,Wednesday,0.001879643,0.005160738,0.004018025,0,0,1,0,0
13/4/2000,Thursday,0.013262849,0.023962423,-0.0170933,0,0,0,1,0
14/4/2000,Friday,0.0118798,0.017602669,0.006481731,0,0,0,0,1
17/4/2000,Monday,-0.090949815,-0.067941697,-0.062961682,1,0,0,0,0
18/4/2000,Tuesday,0.003883636,0.010659562,0.012660894,0,1,0,0,0
19/4/2000,Wednesday,0.025450947,0.019951301,0.00026546,0,0,1,0,0
20/4/2000,Thursday,0.010320976,0.01191291,-0.013427861,0,0,0,1,0
21/4/2000,Friday,0,0,0,0,0,0,0,1
24/4/2000,Monday,-0.014765223,-0.00851614,-0.025406655,1,0,0,0,0
25/4/2000,Tuesday,0.008346458,0.006737398,0.006272767,0,1,0,0,0
26/4/2000,Wednesday,0.020040137,0.019909893,-0.010946339,0,0,1,0,0
27/4/2000,Thursday,0.020148457,0.005542563,0.042562687,0,0,0,1,0
28/4/2000,Friday,0.005741669,0.004608973,0.014783038,0,0,0,0,1
1/5/2000,Monday,0,0,0,1,0,0,0,0
2/5/2000,Tuesday,0.001265309,-0.011060973,0.007008411,0,1,0,0,0
3/5/2000,Wednesday,-0.010027727,-0.007946529,-0.007246365,0,0,1,0,0
4/5/2000,Thursday,-0.011453397,-0.004417784,0.011361995,0,0,0,1,0
5/5/2000,Friday,-0.001151172,0.00470913,0.01603458,0,0,0,0,1
8/5/2000,Monday,-0.018572432,-0.007225063,0.006073341,1,0,0,0,0
9/5/2000,Tuesday,0.004845459,0.005657806,0.023043572,0,1,0,0,0
10/5/2000,Wednesday,-0.015559674,-0.02245764,0.019800713,0,0,1,0,0
11/5/2000,Thursday,-0.026350104,-0.019205805,-0.032572094,0,0,0,1,0
12/5/2000,Friday,0.011378731,0.016200119,-0.007311328,0,0,0,0,1
15/5/2000,Monday,-0.007523357,-0.006498491,-0.035006808,1,0,0,0,0
16/5/2000,Tuesday,0.021244691,0.016452964,0.021084082,0,1,0,0,0
17/5/2000,Wednesday,-0.021060762,-0.002863991,-0.037479005,0,0,1,0,0
18/5/2000,Thursday,0,0,0,0,0,0,1,0
19/5/2000,Friday,-0.009694775,-0.002904924,-0.004087411,0,0,0,0,1
22/5/2000,Monday,-0.031892155,-0.040556444,-0.037328244,1,0,0,0,0
