Date ,Day,index level,contcpdret,d1,d2,d3,d4,d5
28/5/2002,Tuesday,1708.63,-0.007974533,0,1,0,0,0
29/5/2002,Wednesday,1684.42,-0.014270589,0,0,1,0,0
30/5/2002,Thursday,1683.43,-0.000587912,0,0,0,1,0
31/5/2002,Friday,1671.84,-0.006908562,0,0,0,0,1
3/6/2002,Monday,1673.19,0.000807168,1,0,0,0,0
4/6/2002,Tuesday,1647.76,-0.015315194,0,1,0,0,0
5/6/2002,Wednesday,1654,0.003779807,0,0,1,0,0
6/6/2002,Thursday,1652.46,-0.00093151,0,0,0,1,0
7/6/2002,Friday,1652.45,-6.05E-06,0,0,0,0,1
10/6/2002,Monday,1664.44,0.007229695,1,0,0,0,0
11/6/2002,Tuesday,1656.56,-0.004745567,0,1,0,0,0
12/6/2002,Wednesday,1645.99,-0.006401136,0,0,1,0,0
13/6/2002,Thursday,1639.94,-0.003682371,0,0,0,1,0
14/6/2002,Friday,1607.77,-0.01981153,0,0,0,0,1
17/6/2002,Monday,1597.79,-0.006226701,1,0,0,0,0
18/6/2002,Tuesday,1600.6,0.001757135,0,1,0,0,0
19/6/2002,Wednesday,1564.55,-0.022780316,0,0,1,0,0
20/6/2002,Thursday,1574.3,0.006212486,0,0,0,1,0
21/6/2002,Friday,1546.25,-0.017978084,0,0,0,0,1
24/6/2002,Monday,1537.88,-0.0054278,1,0,0,0,0
25/6/2002,Tuesday,1565.8,0.017992031,0,1,0,0,0
26/6/2002,Wednesday,1532.15,-0.021724898,0,0,1,0,0
27/6/2002,Thursday,1531.59,-0.000365566,0,0,0,1,0
28/6/2002,Friday,1552.98,0.013869254,0,0,0,0,1
1/7/2002,Monday,1550.36,-0.001688504,1,0,0,0,0
2/7/2002,Tuesday,1552.73,0.00152751,0,1,0,0,0
3/7/2002,Wednesday,1583.14,0.019395545,0,0,1,0,0
4/7/2002,Thursday,1598.75,0.009811857,0,0,0,1,0
5/7/2002,Friday,1641.53,0.02640666,0,0,0,0,1
8/7/2002,Monday,1621.28,-0.012412773,1,0,0,0,0
9/7/2002,Tuesday,1645.26,0.014682466,0,1,0,0,0
10/7/2002,Wednesday,1631.94,-0.008128935,0,0,1,0,0
11/7/2002,Thursday,1608.19,-0.014660168,0,0,0,1,0
12/7/2002,Friday,1614.09,0.003662007,0,0,0,0,1
15/7/2002,Monday,1609.76,-0.002686231,1,0,0,0,0
16/7/2002,Tuesday,1585.85,-0.014964558,0,1,0,0,0
17/7/2002,Wednesday,1583.3,-0.001609265,0,0,1,0,0
18/7/2002,Thursday,1579.9,-0.002149723,0,0,0,1,0
19/7/2002,Friday,1560.18,-0.012560355,0,0,0,0,1
22/7/2002,Monday,1536.14,-0.015528423,1,0,0,0,0
23/7/2002,Tuesday,1565.72,0.019073006,0,1,0,0,0
24/7/2002,Wednesday,1522.8,-0.027795037,0,0,1,0,0
25/7/2002,Thursday,1516.41,-0.004205046,0,0,0,1,0
26/7/2002,Friday,1494.68,-0.014433562,0,0,0,0,1
29/7/2002,Monday,1506.36,0.007784008,1,0,0,0,0
30/7/2002,Tuesday,1516.72,0.006853964,0,1,0,0,0
31/7/2002,Wednesday,1508.36,-0.005527141,0,0,1,0,0
1/8/2002,Thursday,1517.01,0.005718324,0,0,0,1,0
2/8/2002,Friday,1509.89,-0.004704492,0,0,0,0,1
5/8/2002,Monday,1482.34,-0.01841488,1,0,0,0,0
6/8/2002,Tuesday,1466.75,-0.010572851,0,1,0,0,0
7/8/2002,Wednesday,1494.69,0.018869759,0,0,1,0,0
8/8/2002,Thursday,1486.81,-0.005285942,0,0,0,1,0
9/8/2002,Friday,1486.81,0,0,0,0,0,1
12/8/2002,Monday,1486.44,-0.000248886,1,0,0,0,0
13/8/2002,Tuesday,1529.03,0.028249548,0,1,0,0,0
14/8/2002,Wednesday,1527.03,-0.001308875,0,0,1,0,0
15/8/2002,Thursday,1531.84,0.003144955,0,0,0,1,0
16/8/2002,Friday,1522.6,-0.006050227,0,0,0,0,1
19/8/2002,Monday,1533.41,0.007074614,1,0,0,0,0
20/8/2002,Tuesday,1533.61,0.00013042,0,1,0,0,0
21/8/2002,Wednesday,1533.47,-9.13E-05,0,0,1,0,0
22/8/2002,Thursday,1542.02,0.005560104,0,0,0,1,0
23/8/2002,Friday,1531.9,-0.00658445,0,0,0,0,1
26/8/2002,Monday,1516.04,-0.010407123,1,0,0,0,0
27/8/2002,Tuesday,1509.48,-0.004336451,0,1,0,0,0
28/8/2002,Wednesday,1504.9,-0.00303877,0,0,1,0,0
29/8/2002,Thursday,1490.35,-0.009715459,0,0,0,1,0
30/8/2002,Friday,1488.5,-0.00124209,0,0,0,0,1
2/9/2002,Monday,1460.68,-0.018866821,1,0,0,0,0
3/9/2002,Tuesday,1454.92,-0.003951164,0,1,0,0,0
4/9/2002,Wednesday,1457.48,0.001758001,0,0,1,0,0
5/9/2002,Thursday,1447.77,-0.006684475,0,0,0,1,0
6/9/2002,Friday,1442.58,-0.003591264,0,0,0,0,1
9/9/2002,Monday,1423.89,-0.013040614,1,0,0,0,0
10/9/2002,Tuesday,1447.88,0.016707855,0,1,0,0,0
11/9/2002,Wednesday,1448.48,0.000414313,0,0,1,0,0
12/9/2002,Thursday,1433.43,-0.010444557,0,0,0,1,0
13/9/2002,Friday,1432,-0.000998105,0,0,0,0,1
16/9/2002,Monday,1442.61,0.007381904,1,0,0,0,0
17/9/2002,Tuesday,1458.47,0.010933968,0,1,0,0,0
18/9/2002,Wednesday,1431.25,-0.018839753,0,0,1,0,0
19/9/2002,Thursday,1439.11,0.005476679,0,0,0,1,0
20/9/2002,Friday,1421.03,-0.012642906,0,0,0,0,1
23/9/2002,Monday,1415.82,-0.003673092,1,0,0,0,0
24/9/2002,Tuesday,1377.07,-0.027750815,0,1,0,0,0
25/9/2002,Wednesday,1342.62,-0.025335125,0,0,1,0,0
26/9/2002,Thursday,1356.29,0.010130102,0,0,0,1,0
27/9/2002,Friday,1373.89,0.012893101,0,0,0,0,1
30/9/2002,Monday,1352.3,-0.015839286,1,0,0,0,0
1/10/2002,Tuesday,1355.47,0.002341411,0,1,0,0,0
2/10/2002,Wednesday,1355.43,-2.95E-05,0,0,1,0,0
3/10/2002,Thursday,1351.98,-0.002548563,0,0,0,1,0
4/10/2002,Friday,1367.57,0.011465258,0,0,0,0,1
7/10/2002,Monday,1378.61,0.008040303,1,0,0,0,0
8/10/2002,Tuesday,1396.51,0.012900522,0,1,0,0,0
9/10/2002,Wednesday,1376.58,-0.014374105,0,0,1,0,0
10/10/2002,Thursday,1357.35,-0.014067893,0,0,0,1,0
11/10/2002,Friday,1373.69,0.01196628,0,0,0,0,1
14/10/2002,Monday,1378.44,0.003451875,1,0,0,0,0
15/10/2002,Tuesday,1429.68,0.036498218,0,1,0,0,0
16/10/2002,Wednesday,1439.05,0.006532531,0,0,1,0,0
17/10/2002,Thursday,1466.02,0.018568072,0,0,0,1,0
18/10/2002,Friday,1461.39,-0.003163208,0,0,0,0,1
