Date ,Day,index level,contcpdret,d1,d2,d3,d4,d5
11/7/1994,Monday,1763.15,,1,0,0,0,0
12/7/1994,Tuesday,1777.27,0.007976497,0,1,0,0,0
13/7/1994,Wednesday,1796.27,0.010633814,0,0,1,0,0
14/7/1994,Thursday,1815.75,0.010786313,0,0,0,1,0
15/7/1994,Friday,1826.39,0.005842735,0,0,0,0,1
18/7/1994,Monday,1830.93,0.002482694,1,0,0,0,0
19/7/1994,Tuesday,1835.27,0.002367575,0,1,0,0,0
20/7/1994,Wednesday,1857.62,0.012104489,0,0,1,0,0
21/7/1994,Thursday,1838.83,-0.010166599,0,0,0,1,0
22/7/1994,Friday,1832.18,-0.003622985,0,0,0,0,1
25/7/1994,Monday,1848.22,0.008716499,1,0,0,0,0
26/7/1994,Tuesday,1848.35,7.03E-05,0,1,0,0,0
27/7/1994,Wednesday,1845.65,-0.00146183,0,0,1,0,0
28/7/1994,Thursday,1845.27,-0.000205911,0,0,0,1,0
29/7/1994,Friday,1853.95,0.00469289,0,0,0,0,1
1/8/1994,Monday,1882.05,0.01504311,1,0,0,0,0
2/8/1994,Tuesday,1911.24,0.015390638,0,1,0,0,0
3/8/1994,Wednesday,1909.97,-0.000664711,0,0,1,0,0
4/8/1994,Thursday,1906.22,-0.001965312,0,0,0,1,0
5/8/1994,Friday,1905.04,-0.000619218,0,0,0,0,1
8/8/1994,Monday,1889.47,-0.008206639,1,0,0,0,0
9/8/1994,Tuesday,1889.47,0,0,1,0,0,0
10/8/1994,Wednesday,1890.16,0.000365115,0,0,1,0,0
11/8/1994,Thursday,1910.42,0.010661632,0,0,0,1,0
12/8/1994,Friday,1916.2,0.003020945,0,0,0,0,1
15/8/1994,Monday,1903.88,-0.006450149,1,0,0,0,0
16/8/1994,Tuesday,1904.96,0.000567102,0,1,0,0,0
17/8/1994,Wednesday,1927.85,0.011944381,0,0,1,0,0
18/8/1994,Thursday,1938.28,0.00539559,0,0,0,1,0
19/8/1994,Friday,1930.04,-0.004260254,0,0,0,0,1
22/8/1994,Monday,1906.33,-0.0123608,1,0,0,0,0
23/8/1994,Tuesday,1895.5,-0.005697272,0,1,0,0,0
24/8/1994,Wednesday,1887.87,-0.004033447,0,0,1,0,0
25/8/1994,Thursday,1894.41,0.003458235,0,0,0,1,0
26/8/1994,Friday,1901.07,0.003509441,0,0,0,0,1
29/8/1994,Monday,1907.94,0.00360724,1,0,0,0,0
30/8/1994,Tuesday,1902.1,-0.003065587,0,1,0,0,0
31/8/1994,Wednesday,1913.87,0.006168831,0,0,1,0,0
1/9/1994,Thursday,1925.03,0.005814182,0,0,0,1,0
2/9/1994,Friday,1925.51,0.000249316,0,0,0,0,1
5/9/1994,Monday,1928.98,0.001800498,1,0,0,0,0
6/9/1994,Tuesday,1936.02,0.003642954,0,1,0,0,0
7/9/1994,Wednesday,1930.69,-0.002756867,0,0,1,0,0
8/9/1994,Thursday,1912.34,-0.009549829,0,0,0,1,0
9/9/1994,Friday,1899.25,-0.006868552,0,0,0,0,1
12/9/1994,Monday,1885.57,-0.007228909,1,0,0,0,0
13/9/1994,Tuesday,1898.07,0.006607418,0,1,0,0,0
14/9/1994,Wednesday,1900.89,0.001484617,0,0,1,0,0
15/9/1994,Thursday,1889.06,-0.006242847,0,0,0,1,0
16/9/1994,Friday,1904.67,0.008229414,0,0,0,0,1
19/9/1994,Monday,1894.4,-0.0054066,1,0,0,0,0
20/9/1994,Tuesday,1906.94,0.006597697,0,1,0,0,0
21/9/1994,Wednesday,1899.15,-0.004093445,0,0,1,0,0
22/9/1994,Thursday,1893.68,-0.002884392,0,0,0,1,0
23/9/1994,Friday,1906.77,0.006888685,0,0,0,0,1
26/9/1994,Monday,1901.78,-0.002620421,1,0,0,0,0
27/9/1994,Tuesday,1894.94,-0.003603114,0,1,0,0,0
28/9/1994,Wednesday,1928.17,0.017384191,0,0,1,0,0
29/9/1994,Thursday,1947.72,0.010088091,0,0,0,1,0
30/9/1994,Friday,1932.72,-0.007731121,0,0,0,0,1
3/10/1994,Monday,1954.34,0.011124203,1,0,0,0,0
4/10/1994,Tuesday,1972.77,0.009386106,0,1,0,0,0
5/10/1994,Wednesday,1981.95,0.004642562,0,0,1,0,0
6/10/1994,Thursday,1955.87,-0.013246101,0,0,0,1,0
7/10/1994,Friday,1946.18,-0.00496663,0,0,0,0,1
10/10/1994,Monday,1918.87,-0.014132006,1,0,0,0,0
11/10/1994,Tuesday,1956.4,0.019369579,0,1,0,0,0
12/10/1994,Wednesday,1977.52,0.010737485,0,0,1,0,0
13/10/1994,Thursday,1966.95,-0.005359415,0,0,0,1,0
14/10/1994,Friday,1984.33,0.008797206,0,0,0,0,1
17/10/1994,Monday,1986.79,0.001238945,1,0,0,0,0
18/10/1994,Tuesday,1983.1,-0.001858994,0,1,0,0,0
19/10/1994,Wednesday,1969.91,-0.00667342,0,0,1,0,0
20/10/1994,Thursday,1984.08,0.007167474,0,0,0,1,0
21/10/1994,Friday,1987.24,0.001591411,0,0,0,0,1
24/10/1994,Monday,1998,0.005399939,1,0,0,0,0
25/10/1994,Tuesday,1985.46,-0.006296055,0,1,0,0,0
26/10/1994,Wednesday,1986.29,0.000417952,0,0,1,0,0
27/10/1994,Thursday,1973.66,-0.00637889,0,0,0,1,0
28/10/1994,Friday,1976.46,0.001417679,0,0,0,0,1
31/10/1994,Monday,1994.59,0.00913115,1,0,0,0,0
1/11/1994,Tuesday,1980.05,-0.007316419,0,1,0,0,0
2/11/1994,Wednesday,1980.05,0,0,0,1,0,0
3/11/1994,Thursday,1966.49,-0.006871869,0,0,0,1,0
4/11/1994,Friday,1968.76,0.001153675,0,0,0,0,1
7/11/1994,Monday,1952.55,-0.008267692,1,0,0,0,0
8/11/1994,Tuesday,1950.1,-0.001255557,0,1,0,0,0
9/11/1994,Wednesday,1971.81,0.011071249,0,0,1,0,0
10/11/1994,Thursday,1955.41,-0.008352013,0,0,0,1,0
11/11/1994,Friday,1938.98,-0.008437829,0,0,0,0,1
14/11/1994,Monday,1946.39,0.003814313,1,0,0,0,0
15/11/1994,Tuesday,1959.56,0.006743583,0,1,0,0,0
16/11/1994,Wednesday,1962.49,0.001494117,0,0,1,0,0
17/11/1994,Thursday,1974.82,0.00626318,0,0,0,1,0
18/11/1994,Friday,1959.06,-0.008012489,0,0,0,0,1
21/11/1994,Monday,1938.44,-0.01058124,1,0,0,0,0
22/11/1994,Tuesday,1889.16,-0.02575124,0,1,0,0,0
23/11/1994,Wednesday,1842.52,-0.024998086,0,0,1,0,0
24/11/1994,Thursday,1855.57,0.007057727,0,0,0,1,0
25/11/1994,Friday,1861.82,0.003362577,0,0,0,0,1
28/11/1994,Monday,1861.21,-0.00032769,1,0,0,0,0
29/11/1994,Tuesday,1856.35,-0.00261462,0,1,0,0,0
30/11/1994,Wednesday,1866.47,0.005436752,0,0,1,0,0
1/12/1994,Thursday,1854.1,-0.006649543,0,0,0,1,0
2/12/1994,Friday,1815.76,-0.02089529,0,0,0,0,1
5/12/1994,Monday,1821.68,0.003255039,1,0,0,0,0
6/12/1994,Tuesday,1817.31,-0.002401766,0,1,0,0,0
7/12/1994,Wednesday,1808.58,-0.004815379,0,0,1,0,0
8/12/1994,Thursday,1784.34,-0.013493408,0,0,0,1,0
9/12/1994,Friday,1748.84,-0.020095888,0,0,0,0,1
12/12/1994,Monday,1740.79,-0.004613678,1,0,0,0,0
13/12/1994,Tuesday,1735.63,-0.002968573,0,1,0,0,0
14/12/1994,Wednesday,1769.05,0.019072219,0,0,1,0,0
15/12/1994,Thursday,1816.39,0.026408335,0,0,0,1,0
16/12/1994,Friday,1810.91,-0.003021533,0,0,0,0,1
19/12/1994,Monday,1831.25,0.011169312,1,0,0,0,0
20/12/1994,Tuesday,1827.22,-0.002203108,0,1,0,0,0
21/12/1994,Wednesday,1852.17,0.013562239,0,0,1,0,0
22/12/1994,Thursday,1865.45,0.007144386,0,0,0,1,0
23/12/1994,Friday,1864.54,-0.000487937,0,0,0,0,1
26/12/1994,Monday,1864.54,0,1,0,0,0,0
27/12/1994,Tuesday,1863.92,-0.000332577,0,1,0,0,0
28/12/1994,Wednesday,1859.22,-0.002524752,0,0,1,0,0
29/12/1994,Thursday,1860.63,0.000758095,0,0,0,1,0
30/12/1994,Friday,1853.98,-0.00358046,0,0,0,0,1
2/1/1995,Monday,1853.98,0,1,0,0,0,0
3/1/1995,Tuesday,1857.83,0.00207446,0,1,0,0,0
4/1/1995,Wednesday,1860.16,0.001253366,0,0,1,0,0
5/1/1995,Thursday,1862.17,0.001079969,0,0,0,1,0
6/1/1995,Friday,1842.53,-0.010602847,0,0,0,0,1
9/1/1995,Monday,1812.78,-0.016278049,1,0,0,0,0
10/1/1995,Tuesday,1783.47,-0.016300674,0,1,0,0,0
11/1/1995,Wednesday,1783.95,0.000269102,0,0,1,0,0
12/1/1995,Thursday,1738.27,-0.025939641,0,0,0,1,0
13/1/1995,Friday,1716.29,-0.012725381,0,0,0,0,1
16/1/1995,Monday,1741.68,0.01468518,1,0,0,0,0
17/1/1995,Tuesday,1750.58,0.005096997,0,1,0,0,0
18/1/1995,Wednesday,1729.78,-0.011952929,0,0,1,0,0
19/1/1995,Thursday,1711.65,-0.010536415,0,0,0,1,0
20/1/1995,Friday,1666.06,-0.02699626,0,0,0,0,1
23/1/1995,Monday,1584.51,-0.050186346,1,0,0,0,0
24/1/1995,Tuesday,1587.72,0.002023814,0,1,0,0,0
25/1/1995,Wednesday,1623.28,0.022149769,0,0,1,0,0
26/1/1995,Thursday,1652.59,0.017894961,0,0,0,1,0
27/1/1995,Friday,1670.28,0.010647523,0,0,0,0,1
30/1/1995,Monday,1706.17,0.021259815,1,0,0,0,0
31/1/1995,Tuesday,1706.17,0,0,1,0,0,0
1/2/1995,Wednesday,1706.17,0,0,0,1,0,0
2/2/1995,Thursday,1730.99,0.014442407,0,0,0,1,0
3/2/1995,Friday,1740.04,0.005214602,0,0,0,0,1
6/2/1995,Monday,1762.58,0.012870543,1,0,0,0,0
7/2/1995,Tuesday,1749.75,-0.007305724,0,1,0,0,0
8/2/1995,Wednesday,1730.15,-0.011264811,0,0,1,0,0
9/2/1995,Thursday,1724.02,-0.003549337,0,0,0,1,0
10/2/1995,Friday,1716.47,-0.004388917,0,0,0,0,1
13/2/1995,Monday,1733.76,0.010022604,1,0,0,0,0
14/2/1995,Tuesday,1725.86,-0.004566984,0,1,0,0,0
15/2/1995,Wednesday,1744.91,0.010977501,0,0,1,0,0
16/2/1995,Thursday,1757.34,0.007098324,0,0,0,1,0
17/2/1995,Friday,1754.77,-0.001463508,0,0,0,0,1
20/2/1995,Monday,1744.67,-0.005772368,1,0,0,0,0
21/2/1995,Tuesday,1736.43,-0.004734145,0,1,0,0,0
22/2/1995,Wednesday,1717.1,-0.01119446,0,0,1,0,0
23/2/1995,Thursday,1730.34,0.0076811,0,0,0,1,0
24/2/1995,Friday,1755.49,0.014430099,0,0,0,0,1
27/2/1995,Monday,1734.58,-0.011982711,1,0,0,0,0
28/2/1995,Tuesday,1772.96,0.021885157,0,1,0,0,0
1/3/1995,Wednesday,1760.34,-0.007143494,0,0,1,0,0
2/3/1995,Thursday,1758.1,-0.001273292,0,0,0,1,0
3/3/1995,Friday,1758.1,0,0,0,0,0,1
6/3/1995,Monday,1746.75,-0.006476762,1,0,0,0,0
7/3/1995,Tuesday,1746.84,5.15E-05,0,1,0,0,0
8/3/1995,Wednesday,1709.52,-0.021595812,0,0,1,0,0
9/3/1995,Thursday,1724.26,0.008585344,0,0,0,1,0
10/3/1995,Friday,1715.84,-0.004895216,0,0,0,0,1
13/3/1995,Monday,1711.09,-0.002772162,1,0,0,0,0
14/3/1995,Tuesday,1694.59,-0.009689771,0,1,0,0,0
15/3/1995,Wednesday,1716.53,0.012863988,0,0,1,0,0
16/3/1995,Thursday,1714.69,-0.001072505,0,0,0,1,0
17/3/1995,Friday,1732.2,0.010159971,0,0,0,0,1
20/3/1995,Monday,1736.64,0.002559935,1,0,0,0,0
21/3/1995,Tuesday,1733.99,-0.001527101,0,1,0,0,0
22/3/1995,Wednesday,1724.59,-0.00543577,0,0,1,0,0
23/3/1995,Thursday,1731.08,0.00375615,0,0,0,1,0
24/3/1995,Friday,1719.9,-0.006479342,0,0,0,0,1
27/3/1995,Monday,1733.31,0.007766726,1,0,0,0,0
28/3/1995,Tuesday,1748.95,0.008982733,0,1,0,0,0
29/3/1995,Wednesday,1754.59,0.003219604,0,0,1,0,0
30/3/1995,Thursday,1747.34,-0.00414058,0,0,0,1,0
31/3/1995,Friday,1753.9,0.003747248,0,0,0,0,1
3/4/1995,Monday,1725.1,-0.01655686,1,0,0,0,0
4/4/1995,Tuesday,1721.24,-0.002240059,0,1,0,0,0
5/4/1995,Wednesday,1740.55,0.011156194,0,0,1,0,0
6/4/1995,Thursday,1736.32,-0.002433224,0,0,0,1,0
7/4/1995,Friday,1722.04,-0.008258297,0,0,0,0,1
10/4/1995,Monday,1707.7,-0.008362199,1,0,0,0,0
11/4/1995,Tuesday,1713.39,0.003326428,0,1,0,0,0
12/4/1995,Wednesday,1719.98,0.003838799,0,0,1,0,0
13/4/1995,Thursday,1725.73,0.003337487,0,0,0,1,0
14/4/1995,Friday,1725.73,0,0,0,0,0,1
17/4/1995,Monday,1720.17,-0.003227026,1,0,0,0,0
18/4/1995,Tuesday,1712.63,-0.004392922,0,1,0,0,0
19/4/1995,Wednesday,1701.56,-0.006484723,0,0,1,0,0
20/4/1995,Thursday,1719.51,0.010493889,0,0,0,1,0
21/4/1995,Friday,1746.2,0.015402632,0,0,0,0,1
24/4/1995,Monday,1751.64,0.003110494,1,0,0,0,0
25/4/1995,Tuesday,1750.62,-0.000582481,0,1,0,0,0
26/4/1995,Wednesday,1735.5,-0.008674455,0,0,1,0,0
27/4/1995,Thursday,1727.02,-0.004898176,0,0,0,1,0
28/4/1995,Friday,1739.14,0.006993358,0,0,0,0,1
1/5/1995,Monday,1739.14,0,1,0,0,0,0
2/5/1995,Tuesday,1728.87,-0.005922722,0,1,0,0,0
3/5/1995,Wednesday,1730.89,0.001167711,0,0,1,0,0
4/5/1995,Thursday,1749.21,0.01052853,0,0,0,1,0
5/5/1995,Friday,1744.94,-0.002444086,0,0,0,0,1
8/5/1995,Monday,1752.29,0.004203333,1,0,0,0,0
9/5/1995,Tuesday,1774.82,0.012775505,0,1,0,0,0
10/5/1995,Wednesday,1774.82,0,0,0,1,0,0
11/5/1995,Thursday,1845.82,0.039224614,0,0,0,1,0
12/5/1995,Friday,1877.23,0.016873663,0,0,0,0,1
15/5/1995,Monday,1877.23,0,1,0,0,0,0
16/5/1995,Tuesday,1874.29,-0.001567365,0,1,0,0,0
17/5/1995,Wednesday,1859.33,-0.008013713,0,0,1,0,0
18/5/1995,Thursday,1854.31,-0.002703549,0,0,0,1,0
19/5/1995,Friday,1832.76,-0.011689632,0,0,0,0,1
22/5/1995,Monday,1839.06,0.003431544,1,0,0,0,0
23/5/1995,Tuesday,1873.96,0.018799267,0,1,0,0,0
24/5/1995,Wednesday,1868.81,-0.002751974,0,0,1,0,0
25/5/1995,Thursday,1861.44,-0.003951483,0,0,0,1,0
26/5/1995,Friday,1853.5,-0.004274638,0,0,0,0,1
29/5/1995,Monday,1834.15,-0.010494585,1,0,0,0,0
30/5/1995,Tuesday,1842.27,0.004417348,0,1,0,0,0
31/5/1995,Wednesday,1862.66,0.011007067,0,0,1,0,0
1/6/1995,Thursday,1886.15,0.012532141,0,0,0,1,0
2/6/1995,Friday,1888.59,0.001292804,0,0,0,0,1
5/6/1995,Monday,1917.93,0.015415961,1,0,0,0,0
6/6/1995,Tuesday,1881.56,-0.019145259,0,1,0,0,0
7/6/1995,Wednesday,1860.59,-0.011207578,0,0,1,0,0
8/6/1995,Thursday,1848.96,-0.006270323,0,0,0,1,0
9/6/1995,Friday,1837.47,-0.006233693,0,0,0,0,1
12/6/1995,Monday,1823.83,-0.00745094,1,0,0,0,0
13/6/1995,Tuesday,1822.79,-0.000570391,0,1,0,0,0
14/6/1995,Wednesday,1829.14,0.003477617,0,0,1,0,0
15/6/1995,Thursday,1838.99,0.005370597,0,0,0,1,0
16/6/1995,Friday,1822.54,-0.008985375,0,0,0,0,1
19/6/1995,Monday,1820.62,-0.00105403,1,0,0,0,0
20/6/1995,Tuesday,1807.49,-0.00723796,0,1,0,0,0
21/6/1995,Wednesday,1803.08,-0.002442829,0,0,1,0,0
22/6/1995,Thursday,1781.98,-0.011771208,0,0,0,1,0
23/6/1995,Friday,1781.09,-0.000499569,0,0,0,0,1
26/6/1995,Monday,1783.34,0.001262474,1,0,0,0,0
27/6/1995,Tuesday,1781.42,-0.001077211,0,1,0,0,0
28/6/1995,Wednesday,1764.58,-0.009498097,0,0,1,0,0
29/6/1995,Thursday,1760.79,-0.00215013,0,0,0,1,0
30/6/1995,Friday,1770.81,0.005674497,0,0,0,0,1
3/7/1995,Monday,1770.37,-0.000248505,1,0,0,0,0
4/7/1995,Tuesday,1782.74,0.006962942,0,1,0,0,0
5/7/1995,Wednesday,1807.4,0.013737842,0,0,1,0,0
6/7/1995,Thursday,1799.04,-0.004636159,0,0,0,1,0
7/7/1995,Friday,1831.63,0.017953091,0,0,0,0,1
10/7/1995,Monday,1857.49,0.014019833,1,0,0,0,0
11/7/1995,Tuesday,1826.46,-0.016846447,0,1,0,0,0
12/7/1995,Wednesday,1830.29,0.002094757,0,0,1,0,0
13/7/1995,Thursday,1839.9,0.005236798,0,0,0,1,0
14/7/1995,Friday,1839.46,-0.000239172,0,0,0,0,1
17/7/1995,Monday,1827.99,-0.006255048,1,0,0,0,0
18/7/1995,Tuesday,1823.34,-0.002547018,0,1,0,0,0
19/7/1995,Wednesday,1804.58,-0.010342106,0,0,1,0,0
20/7/1995,Thursday,1797.42,-0.003975574,0,0,0,1,0
21/7/1995,Friday,1800,0.001434362,0,0,0,0,1
24/7/1995,Monday,1793.48,-0.003628798,1,0,0,0,0
25/7/1995,Tuesday,1806.94,0.00747694,0,1,0,0,0
26/7/1995,Wednesday,1805.22,-0.000952339,0,0,1,0,0
27/7/1995,Thursday,1807.06,0.001018747,0,0,0,1,0
28/7/1995,Friday,1813.83,0.003739416,0,0,0,0,1
31/7/1995,Monday,1806.29,-0.004165614,1,0,0,0,0
1/8/1995,Tuesday,1788.33,-0.009992794,0,1,0,0,0
2/8/1995,Wednesday,1797.32,0.005014443,0,0,1,0,0
3/8/1995,Thursday,1792.06,-0.00293087,0,0,0,1,0
4/8/1995,Friday,1774.27,-0.009976725,0,0,0,0,1
7/8/1995,Monday,1751.8,-0.01274524,1,0,0,0,0
8/8/1995,Tuesday,1737.05,-0.008455559,0,1,0,0,0
9/8/1995,Wednesday,1737.05,0,0,0,1,0,0
10/8/1995,Thursday,1744.22,0.004119192,0,0,0,1,0
11/8/1995,Friday,1734.38,-0.005657463,0,0,0,0,1
14/8/1995,Monday,1720.24,-0.008186185,1,0,0,0,0
15/8/1995,Tuesday,1712.15,-0.004713925,0,1,0,0,0
16/8/1995,Wednesday,1712.89,0.000432112,0,0,1,0,0
17/8/1995,Thursday,1733.44,0.011925871,0,0,0,1,0
18/8/1995,Friday,1761.33,0.015961332,0,0,0,0,1
21/8/1995,Monday,1753.96,-0.004193117,1,0,0,0,0
22/8/1995,Tuesday,1755.71,0.000997245,0,1,0,0,0
23/8/1995,Wednesday,1754,-0.00097444,0,0,1,0,0
24/8/1995,Thursday,1738.47,-0.008893478,0,0,0,1,0
25/8/1995,Friday,1751.2,0.007295851,0,0,0,0,1
28/8/1995,Monday,1758.71,0.004279319,1,0,0,0,0
29/8/1995,Tuesday,1749.65,-0.005164818,0,1,0,0,0
30/8/1995,Wednesday,1752.81,0.001804447,0,0,1,0,0
31/8/1995,Thursday,1764.14,0.006443105,0,0,0,1,0
1/9/1995,Friday,1772.96,0.004987147,0,0,0,0,1
4/9/1995,Monday,1763.67,-0.005253601,1,0,0,0,0
5/9/1995,Tuesday,1763.86,0.000107724,0,1,0,0,0
6/9/1995,Wednesday,1759.24,-0.002622692,0,0,1,0,0
7/9/1995,Thursday,1768.16,0.00505756,0,0,0,1,0
8/9/1995,Friday,1775.41,0.004091924,0,0,0,0,1
11/9/1995,Monday,1777.28,0.001052724,1,0,0,0,0
12/9/1995,Tuesday,1774.44,-0.001599226,0,1,0,0,0
13/9/1995,Wednesday,1782.92,0.004767589,0,0,1,0,0
14/9/1995,Thursday,1782.5,-0.000235596,0,0,0,1,0
15/9/1995,Friday,1799.92,0.009725346,0,0,0,0,1
18/9/1995,Monday,1795.83,-0.002274909,1,0,0,0,0
19/9/1995,Tuesday,1779.05,-0.009387797,0,1,0,0,0
20/9/1995,Wednesday,1773.17,-0.003310609,0,0,1,0,0
21/9/1995,Thursday,1764.41,-0.004952548,0,0,0,1,0
22/9/1995,Friday,1771,0.003728002,0,0,0,0,1
25/9/1995,Monday,1775.86,0.002740454,1,0,0,0,0
26/9/1995,Tuesday,1765.91,-0.005618674,0,1,0,0,0
27/9/1995,Wednesday,1761.14,-0.002704812,0,0,1,0,0
28/9/1995,Thursday,1759.48,-0.000943016,0,0,0,1,0
29/9/1995,Friday,1768.18,0.004932458,0,0,0,0,1
2/10/1995,Monday,1767.52,-0.000373335,1,0,0,0,0
3/10/1995,Tuesday,1766.79,-0.000413093,0,1,0,0,0
4/10/1995,Wednesday,1786.13,0.010886927,0,0,1,0,0
5/10/1995,Thursday,1805.9,0.011007814,0,0,0,1,0
6/10/1995,Friday,1804.5,-0.000775537,0,0,0,0,1
9/10/1995,Monday,1803.43,-0.000593138,1,0,0,0,0
10/10/1995,Tuesday,1781.46,-0.012257154,0,1,0,0,0
11/10/1995,Wednesday,1782.28,0.000460191,0,0,1,0,0
12/10/1995,Thursday,1788.22,0.003327268,0,0,0,1,0
13/10/1995,Friday,1791.79,0.001994408,0,0,0,0,1
16/10/1995,Monday,1780.62,-0.006253502,1,0,0,0,0
17/10/1995,Tuesday,1773.33,-0.004102483,0,1,0,0,0
18/10/1995,Wednesday,1775.76,0.001369365,0,0,1,0,0
19/10/1995,Thursday,1767.89,-0.004441755,0,0,0,1,0
20/10/1995,Friday,1772.72,0.002728345,0,0,0,0,1
23/10/1995,Monday,1772.72,0,1,0,0,0,0
24/10/1995,Tuesday,1743.6,-0.016563149,0,1,0,0,0
25/10/1995,Wednesday,1754.78,0.006391552,0,0,1,0,0
26/10/1995,Thursday,1753.76,-0.000581438,0,0,0,1,0
27/10/1995,Friday,1750.03,-0.002129124,0,0,0,0,1
30/10/1995,Monday,1748.53,-0.000857496,1,0,0,0,0
31/10/1995,Tuesday,1759.55,0.00628266,0,1,0,0,0
1/11/1995,Wednesday,1751.36,-0.004665466,0,0,1,0,0
2/11/1995,Thursday,1747.02,-0.00248115,0,0,0,1,0
3/11/1995,Friday,1749.14,0.001212759,0,0,0,0,1
6/11/1995,Monday,1749.31,9.72E-05,1,0,0,0,0
7/11/1995,Tuesday,1741.42,-0.004520552,0,1,0,0,0
8/11/1995,Wednesday,1743.6,0.001251069,0,0,1,0,0
9/11/1995,Thursday,1733.52,-0.005797918,0,0,0,1,0
10/11/1995,Friday,1717.94,-0.009028125,0,0,0,0,1
13/11/1995,Monday,1711.98,-0.003475303,1,0,0,0,0
14/11/1995,Tuesday,1708.77,-0.001876782,0,1,0,0,0
15/11/1995,Wednesday,1712.08,0.001935192,0,0,1,0,0
16/11/1995,Thursday,1719.55,0.004353623,0,0,0,1,0
17/11/1995,Friday,1721.23,0.000976523,0,0,0,0,1
20/11/1995,Monday,1732.07,0.006278073,1,0,0,0,0
21/11/1995,Tuesday,1744.23,0.006995972,0,1,0,0,0
22/11/1995,Wednesday,1748.44,0.002410764,0,0,1,0,0
23/11/1995,Thursday,1743.28,-0.002955566,0,0,0,1,0
24/11/1995,Friday,1742.53,-0.000430316,0,0,0,0,1
27/11/1995,Monday,1748.8,0.003591758,1,0,0,0,0
28/11/1995,Tuesday,1761.43,0.007196141,0,1,0,0,0
29/11/1995,Wednesday,1770.27,0.005006098,0,0,1,0,0
30/11/1995,Thursday,1777.81,0.004250192,0,0,0,1,0
1/12/1995,Friday,1783.43,0.003156207,0,0,0,0,1
4/12/1995,Monday,1821.23,0.020973621,1,0,0,0,0
5/12/1995,Tuesday,1829.36,0.004454082,0,1,0,0,0
6/12/1995,Wednesday,1824.48,-0.002671164,0,0,1,0,0
7/12/1995,Thursday,1828.03,0.001943869,0,0,0,1,0
8/12/1995,Friday,1817.03,-0.006035584,0,0,0,0,1
11/12/1995,Monday,1818.2,0.000643701,1,0,0,0,0
12/12/1995,Tuesday,1823.11,0.002696833,0,1,0,0,0
13/12/1995,Wednesday,1830.33,0.003952444,0,0,1,0,0
14/12/1995,Thursday,1861.27,0.016762772,0,0,0,1,0
15/12/1995,Friday,1862.84,0.000843155,0,0,0,0,1
18/12/1995,Monday,1846.17,-0.008988982,1,0,0,0,0
19/12/1995,Tuesday,1845.43,-0.00040091,0,1,0,0,0
20/12/1995,Wednesday,1871.92,0.014252329,0,0,1,0,0
21/12/1995,Thursday,1894.87,0.012185592,0,0,0,1,0
22/12/1995,Friday,1913.1,0.009574728,0,0,0,0,1
25/12/1995,Monday,1913.1,0,1,0,0,0,0
26/12/1995,Tuesday,1902.27,-0.005677053,0,1,0,0,0
27/12/1995,Wednesday,1902.85,0.000304852,0,0,1,0,0
28/12/1995,Thursday,1892.67,-0.005364232,0,0,0,1,0
29/12/1995,Friday,1917.17,0.01286161,0,0,0,0,1
1/1/1996,Monday,1917.17,0,1,0,0,0,0
2/1/1996,Tuesday,1911.25,-0.003092662,0,1,0,0,0
3/1/1996,Wednesday,1961.02,0.025707268,0,0,1,0,0
4/1/1996,Thursday,2004.96,0.022159364,0,0,0,1,0
5/1/1996,Friday,2009.1,0.00206275,0,0,0,0,1
8/1/1996,Monday,2015.07,0.002967074,1,0,0,0,0
9/1/1996,Tuesday,1993.05,-0.010987806,0,1,0,0,0
10/1/1996,Wednesday,1988.72,-0.002174913,0,0,1,0,0
11/1/1996,Thursday,2002.85,0.007079951,0,0,0,1,0
12/1/1996,Friday,2030.53,0.013725677,0,0,0,0,1
15/1/1996,Monday,2038.65,0.003990981,1,0,0,0,0
16/1/1996,Tuesday,2029.15,-0.004670838,0,1,0,0,0
17/1/1996,Wednesday,2026.18,-0.001464739,0,0,1,0,0
18/1/1996,Thursday,2015.13,-0.005468537,0,0,0,1,0
19/1/1996,Friday,2038.01,0.011290132,0,0,0,0,1
22/1/1996,Monday,2071.59,0.016342587,1,0,0,0,0
23/1/1996,Tuesday,2076.15,0.002198789,0,1,0,0,0
24/1/1996,Wednesday,2071.09,-0.002440178,0,0,1,0,0
25/1/1996,Thursday,2089.67,0.00893112,0,0,0,1,0
26/1/1996,Friday,2095.68,0.002871924,0,0,0,0,1
29/1/1996,Monday,2072.51,-0.01111765,1,0,0,0,0
30/1/1996,Tuesday,2078.47,0.002871613,0,1,0,0,0
31/1/1996,Wednesday,2110.83,0.015449189,0,0,1,0,0
1/2/1996,Thursday,2116.68,0.002767588,0,0,0,1,0
2/2/1996,Friday,2138.08,0.010059407,0,0,0,0,1
5/2/1996,Monday,2163.11,0.011638771,1,0,0,0,0
6/2/1996,Tuesday,2148.18,-0.006926029,0,1,0,0,0
7/2/1996,Wednesday,2138.38,-0.004572439,0,0,1,0,0
8/2/1996,Thursday,2139.55,0.000546994,0,0,0,1,0
9/2/1996,Friday,2116.38,-0.010888445,0,0,0,0,1
12/2/1996,Monday,2081.81,-0.016469374,1,0,0,0,0
13/2/1996,Tuesday,2093.33,0.005518392,0,1,0,0,0
14/2/1996,Wednesday,2091.23,-0.00100369,0,0,1,0,0
15/2/1996,Thursday,2121.6,0.014418111,0,0,0,1,0
